0,1,2,3,4,5,6,7,8,12,13,14,accession_number,company_name,report_period,filed_date,cik
,,,d. Class A-3 Note Balance,d. Class A-3 Note Balance,d. Class A-3 Note Balance,$,0.00,,$,0.00,,0001788503-23-000057,CarMax Auto Owner Trust 2019-4,20231031,20231115,0001788503
,,,e. Class A-4 Note Balance,e. Class A-4 Note Balance,e. Class A-4 Note Balance,$,73903692.43,,$,61877830.90,,0001788503-23-000057,CarMax Auto Owner Trust 2019-4,20231031,20231115,0001788503
,,,f. Class B Note Balance,f. Class B Note Balance,f. Class B Note Balance,$,33840000.00,,$,33840000.00,,0001788503-23-000057,CarMax Auto Owner Trust 2019-4,20231031,20231115,0001788503
,,,g. Class C Note Balance,g. Class C Note Balance,g. Class C Note Balance,$,30070000.00,,$,30070000.00,,0001788503-23-000057,CarMax Auto Owner Trust 2019-4,20231031,20231115,0001788503
,,,h. Class D Note Balance,h. Class D Note Balance,h. Class D Note Balance,$,24070000.00,,$,24070000.00,,0001788503-23-000057,CarMax Auto Owner Trust 2019-4,20231031,20231115,0001788503
,,,i. Note Balance (sum a - h),i. Note Balance (sum a - h),i. Note Balance (sum a - h),$,161883692.43,,$,149857830.90,,0001788503-23-000057,CarMax Auto Owner Trust 2019-4,20231031,20231115,0001788503
9.,9.,9.,Pool Factors,Pool Factors,Pool Factors,,,,,,,0001788503-23-000057,CarMax Auto Owner Trust 2019-4,20231031,20231115,0001788503
,,,a. Class A-1 Note Pool Factor,a. Class A-1 Note Pool Factor,a. Class A-1 Note Pool Factor,0.0000000,0.0000000,,0.0000000,0.0000000,,0001788503-23-000057,CarMax Auto Owner Trust 2019-4,20231031,20231115,0001788503
,,,b. Class A-2a Note Pool Factor,b. Class A-2a Note Pool Factor,b. Class A-2a Note Pool Factor,0.0000000,0.0000000,,0.0000000,0.0000000,,0001788503-23-000057,CarMax Auto Owner Trust 2019-4,20231031,20231115,0001788503
,,,c. Class A-2b Floating Rate Note Pool Factor,c. Class A-2b Floating Rate Note Pool Factor,c. Class A-2b Floating Rate Note Pool Factor,0.0000000,0.0000000,,0.0000000,0.0000000,,0001788503-23-000057,CarMax Auto Owner Trust 2019-4,20231031,20231115,0001788503
,,,d. Class A-3 Note Pool Factor,d. Class A-3 Note Pool Factor,d. Class A-3 Note Pool Factor,0.0000000,0.0000000,,0.0000000,0.0000000,,0001788503-23-000057,CarMax Auto Owner Trust 2019-4,20231031,20231115,0001788503
,,,e. Class A-4 Note Pool Factor,e. Class A-4 Note Pool Factor,e. Class A-4 Note Pool Factor,0.7118445,0.7118445,,0.5960107,0.5960107,,0001788503-23-000057,CarMax Auto Owner Trust 2019-4,20231031,20231115,0001788503
,,,f. Class B Note Pool Factor,f. Class B Note Pool Factor,f. Class B Note Pool Factor,1.0000000,1.0000000,,1.0000000,1.0000000,,0001788503-23-000057,CarMax Auto Owner Trust 2019-4,20231031,20231115,0001788503
,,,g. Class C Note Pool Factor,g. Class C Note Pool Factor,g. Class C Note Pool Factor,1.0000000,1.0000000,,1.0000000,1.0000000,,0001788503-23-000057,CarMax Auto Owner Trust 2019-4,20231031,20231115,0001788503
,,,h. Class D Note Pool Factor,h. Class D Note Pool Factor,h. Class D Note Pool Factor,1.0000000,1.0000000,,1.0000000,1.0000000,,0001788503-23-000057,CarMax Auto Owner Trust 2019-4,20231031,20231115,0001788503
,,,i. Note Pool Factor,i. Note Pool Factor,i. Note Pool Factor,0.1079225,0.1079225,,0.0999052,0.0999052,,0001788503-23-000057,CarMax Auto Owner Trust 2019-4,20231031,20231115,0001788503
10.,10.,10.,Overcollateralization Target Amount,Overcollateralization Target Amount,Overcollateralization Target Amount,,,,$,3759375.01,,0001788503-23-000057,CarMax Auto Owner Trust 2019-4,20231031,20231115,0001788503
11.,11.,11.,Current overcollateralization amount (Pool Balance - Note Balance),Current overcollateralization amount (Pool Balance - Note Balance),Current overcollateralization amount (Pool Balance - Note Balance),,,,$,3759375.01,,0001788503-23-000057,CarMax Auto Owner Trust 2019-4,20231031,20231115,0001788503
12.,12.,12.,Weighted Average Coupon,Weighted Average Coupon,Weighted Average Coupon,,,,9.42,9.42,%,0001788503-23-000057,CarMax Auto Owner Trust 2019-4,20231031,20231115,0001788503
13.,13.,13.,Weighted Average Original Term,Weighted Average Original Term,Weighted Average Original Term,months,months,months,68.83,68.83,,0001788503-23-000057,CarMax Auto Owner Trust 2019-4,20231031,20231115,0001788503
14.,14.,14.,Weighted Average Remaining Term,Weighted Average Remaining Term,Weighted Average Remaining Term,months,months,months,18.49,18.49,,0001788503-23-000057,CarMax Auto Owner Trust 2019-4,20231031,20231115,0001788503
15.,15.,15.,Applicable reference rate for the interest period ending 11/14/2023,Applicable reference rate for the interest period ending 11/14/2023,Applicable reference rate for the interest period ending 11/14/2023,,,,,,,0001788503-23-000057,CarMax Auto Owner Trust 2019-4,20231031,20231115,0001788503
16.,16.,16.,Note Rate applicable to the Class A-2b notes for the interest period ending 11/14/2023,Note Rate applicable to the Class A-2b notes for the interest period ending 11/14/2023,Note Rate applicable to the Class A-2b notes for the interest period ending 11/14/2023,,,,,,,0001788503-23-000057,CarMax Auto Owner Trust 2019-4,20231031,20231115,0001788503
Collections,Collections,Collections,Collections,Collections,Collections,,,,,,,0001788503-23-000057,CarMax Auto Owner Trust 2019-4,20231031,20231115,0001788503
17.,17.,17.,Finance Charges:,Finance Charges:,Finance Charges:,,,,,,,0001788503-23-000057,CarMax Auto Owner Trust 2019-4,20231031,20231115,0001788503
,,,a. Collections allocable to Finance Charge,a. Collections allocable to Finance Charge,a. Collections allocable to Finance Charge,,,,$,1323120.29,,0001788503-23-000057,CarMax Auto Owner Trust 2019-4,20231031,20231115,0001788503
,,,b. Liquidation Proceeds allocable to Finance Charge,b. Liquidation Proceeds allocable to Finance Charge,b. Liquidation Proceeds allocable to Finance Charge,,,,$,1088.76,,0001788503-23-000057,CarMax Auto Owner Trust 2019-4,20231031,20231115,0001788503
,,,c. Purchase Amount allocable to Finance Charge,c. Purchase Amount allocable to Finance Charge,c. Purchase Amount allocable to Finance Charge,,,,$,0.00,,0001788503-23-000057,CarMax Auto Owner Trust 2019-4,20231031,20231115,0001788503
,,,d. Available Finance Charge Collections (sum a - c),d. Available Finance Charge Collections (sum a - c),d. Available Finance Charge Collections (sum a - c),,,,$,1324209.05,,0001788503-23-000057,CarMax Auto Owner Trust 2019-4,20231031,20231115,0001788503
18.,18.,18.,Principal:,Principal:,Principal:,,,,,,,0001788503-23-000057,CarMax Auto Owner Trust 2019-4,20231031,20231115,0001788503
,,,a. Collections allocable to Principal,a. Collections allocable to Principal,a. Collections allocable to Principal,,,,$,11779924.70,,0001788503-23-000057,CarMax Auto Owner Trust 2019-4,20231031,20231115,0001788503
,,,b. Liquidation Proceeds allocable to Principal,b. Liquidation Proceeds allocable to Principal,b. Liquidation Proceeds allocable to Principal,,,,$,246623.23,,0001788503-23-000057,CarMax Auto Owner Trust 2019-4,20231031,20231115,0001788503
,,,c. Purchase Amount allocable to Principal,c. Purchase Amount allocable to Principal,c. Purchase Amount allocable to Principal,,,,$,0.00,,0001788503-23-000057,CarMax Auto Owner Trust 2019-4,20231031,20231115,0001788503
,,,d. Available Principal Collections (sum a - c),d. Available Principal Collections (sum a - c),d. Available Principal Collections (sum a - c),,,,$,12026547.93,,0001788503-23-000057,CarMax Auto Owner Trust 2019-4,20231031,20231115,0001788503
19.,19.,19.,Total Finance Charge and Principal Collections (17d + 18d),Total Finance Charge and Principal Collections (17d + 18d),Total Finance Charge and Principal Collections (17d + 18d),,,,$,13350756.98,,0001788503-23-000057,CarMax Auto Owner Trust 2019-4,20231031,20231115,0001788503
20.,20.,20.,Interest Income from Collection Account,Interest Income from Collection Account,Interest Income from Collection Account,,,,$,56496.44,,0001788503-23-000057,CarMax Auto Owner Trust 2019-4,20231031,20231115,0001788503
21.,21.,21.,Simple Interest Advances,Simple Interest Advances,Simple Interest Advances,,,,$,0.00,,0001788503-23-000057,CarMax Auto Owner Trust 2019-4,20231031,20231115,0001788503
22.,22.,22.,Available Collections (Ln19 + 20 + 21),Available Collections (Ln19 + 20 + 21),Available Collections (Ln19 + 20 + 21),,,,$,13407253.42,,0001788503-23-000057,CarMax Auto Owner Trust 2019-4,20231031,20231115,0001788503
