0,1,2,3,4,5,6,7,8,12,13,14,accession_number,company_name,report_period,filed_date,cik
,,,g. Class C Note Balance,g. Class C Note Balance,g. Class C Note Balance,$,30070000.00,,$,30070000.00,,0001788503-23-000032,CarMax Auto Owner Trust 2019-4,20230531,20230615,0001788503
,,,h. Class D Note Balance,h. Class D Note Balance,h. Class D Note Balance,$,24070000.00,,$,24070000.00,,0001788503-23-000032,CarMax Auto Owner Trust 2019-4,20230531,20230615,0001788503
,,,i. Note Balance (sum a - h),i. Note Balance (sum a - h),i. Note Balance (sum a - h),$,231345179.31,,$,216280988.37,,0001788503-23-000032,CarMax Auto Owner Trust 2019-4,20230531,20230615,0001788503
9.,9.,9.,Pool Factors,Pool Factors,Pool Factors,,,,,,,0001788503-23-000032,CarMax Auto Owner Trust 2019-4,20230531,20230615,0001788503
,,,a. Class A-1 Note Pool Factor,a. Class A-1 Note Pool Factor,a. Class A-1 Note Pool Factor,0.0000000,0.0000000,,0.0000000,0.0000000,,0001788503-23-000032,CarMax Auto Owner Trust 2019-4,20230531,20230615,0001788503
,,,b. Class A-2a Note Pool Factor,b. Class A-2a Note Pool Factor,b. Class A-2a Note Pool Factor,0.0000000,0.0000000,,0.0000000,0.0000000,,0001788503-23-000032,CarMax Auto Owner Trust 2019-4,20230531,20230615,0001788503
,,,c. Class A-2b Floating Rate Note Pool Factor,c. Class A-2b Floating Rate Note Pool Factor,c. Class A-2b Floating Rate Note Pool Factor,0.0000000,0.0000000,,0.0000000,0.0000000,,0001788503-23-000032,CarMax Auto Owner Trust 2019-4,20230531,20230615,0001788503
,,,d. Class A-3 Note Pool Factor,d. Class A-3 Note Pool Factor,d. Class A-3 Note Pool Factor,0.0835167,0.0835167,,0.0517022,0.0517022,,0001788503-23-000032,CarMax Auto Owner Trust 2019-4,20230531,20230615,0001788503
,,,e. Class A-4 Note Pool Factor,e. Class A-4 Note Pool Factor,e. Class A-4 Note Pool Factor,1.0000000,1.0000000,,1.0000000,1.0000000,,0001788503-23-000032,CarMax Auto Owner Trust 2019-4,20230531,20230615,0001788503
,,,f. Class B Note Pool Factor,f. Class B Note Pool Factor,f. Class B Note Pool Factor,1.0000000,1.0000000,,1.0000000,1.0000000,,0001788503-23-000032,CarMax Auto Owner Trust 2019-4,20230531,20230615,0001788503
,,,g. Class C Note Pool Factor,g. Class C Note Pool Factor,g. Class C Note Pool Factor,1.0000000,1.0000000,,1.0000000,1.0000000,,0001788503-23-000032,CarMax Auto Owner Trust 2019-4,20230531,20230615,0001788503
,,,h. Class D Note Pool Factor,h. Class D Note Pool Factor,h. Class D Note Pool Factor,1.0000000,1.0000000,,1.0000000,1.0000000,,0001788503-23-000032,CarMax Auto Owner Trust 2019-4,20230531,20230615,0001788503
,,,i. Note Pool Factor,i. Note Pool Factor,i. Note Pool Factor,0.1542301,0.1542301,,0.1441873,0.1441873,,0001788503-23-000032,CarMax Auto Owner Trust 2019-4,20230531,20230615,0001788503
10.,10.,10.,Overcollateralization Target Amount,Overcollateralization Target Amount,Overcollateralization Target Amount,,,,$,3759375.01,,0001788503-23-000032,CarMax Auto Owner Trust 2019-4,20230531,20230615,0001788503
11.,11.,11.,Current overcollateralization amount (Pool Balance - Note Balance),Current overcollateralization amount (Pool Balance - Note Balance),Current overcollateralization amount (Pool Balance - Note Balance),,,,$,3759375.01,,0001788503-23-000032,CarMax Auto Owner Trust 2019-4,20230531,20230615,0001788503
12.,12.,12.,Weighted Average Coupon,Weighted Average Coupon,Weighted Average Coupon,,,,9.22,9.22,%,0001788503-23-000032,CarMax Auto Owner Trust 2019-4,20230531,20230615,0001788503
13.,13.,13.,Weighted Average Original Term,Weighted Average Original Term,Weighted Average Original Term,months,months,months,68.22,68.22,,0001788503-23-000032,CarMax Auto Owner Trust 2019-4,20230531,20230615,0001788503
14.,14.,14.,Weighted Average Remaining Term,Weighted Average Remaining Term,Weighted Average Remaining Term,months,months,months,22.50,22.50,,0001788503-23-000032,CarMax Auto Owner Trust 2019-4,20230531,20230615,0001788503
15.,15.,15.,1-Month LIBOR for the interest period ending 6/14/2023,1-Month LIBOR for the interest period ending 6/14/2023,1-Month LIBOR for the interest period ending 6/14/2023,,,,5.10743,5.10743,%,0001788503-23-000032,CarMax Auto Owner Trust 2019-4,20230531,20230615,0001788503
16.,16.,16.,Note Rate applicable to the Class A-2b notes for the interest period ending 6/14/2023,Note Rate applicable to the Class A-2b notes for the interest period ending 6/14/2023,Note Rate applicable to the Class A-2b notes for the interest period ending 6/14/2023,,,,,,,0001788503-23-000032,CarMax Auto Owner Trust 2019-4,20230531,20230615,0001788503
Collections,Collections,Collections,Collections,Collections,Collections,,,,,,,0001788503-23-000032,CarMax Auto Owner Trust 2019-4,20230531,20230615,0001788503
17.,17.,17.,Finance Charges:,Finance Charges:,Finance Charges:,,,,,,,0001788503-23-000032,CarMax Auto Owner Trust 2019-4,20230531,20230615,0001788503
,,,a. Collections allocable to Finance Charge,a. Collections allocable to Finance Charge,a. Collections allocable to Finance Charge,,,,$,1793282.70,,0001788503-23-000032,CarMax Auto Owner Trust 2019-4,20230531,20230615,0001788503
,,,b. Liquidation Proceeds allocable to Finance Charge,b. Liquidation Proceeds allocable to Finance Charge,b. Liquidation Proceeds allocable to Finance Charge,,,,$,2513.35,,0001788503-23-000032,CarMax Auto Owner Trust 2019-4,20230531,20230615,0001788503
,,,c. Purchase Amount allocable to Finance Charge,c. Purchase Amount allocable to Finance Charge,c. Purchase Amount allocable to Finance Charge,,,,$,0.00,,0001788503-23-000032,CarMax Auto Owner Trust 2019-4,20230531,20230615,0001788503
,,,d. Available Finance Charge Collections (sum a - c),d. Available Finance Charge Collections (sum a - c),d. Available Finance Charge Collections (sum a - c),,,,$,1795796.05,,0001788503-23-000032,CarMax Auto Owner Trust 2019-4,20230531,20230615,0001788503
18.,18.,18.,Principal:,Principal:,Principal:,,,,,,,0001788503-23-000032,CarMax Auto Owner Trust 2019-4,20230531,20230615,0001788503
,,,a. Collections allocable to Principal,a. Collections allocable to Principal,a. Collections allocable to Principal,,,,$,14736684.04,,0001788503-23-000032,CarMax Auto Owner Trust 2019-4,20230531,20230615,0001788503
,,,b. Liquidation Proceeds allocable to Principal,b. Liquidation Proceeds allocable to Principal,b. Liquidation Proceeds allocable to Principal,,,,$,298867.24,,0001788503-23-000032,CarMax Auto Owner Trust 2019-4,20230531,20230615,0001788503
,,,c. Purchase Amount allocable to Principal,c. Purchase Amount allocable to Principal,c. Purchase Amount allocable to Principal,,,,$,0.00,,0001788503-23-000032,CarMax Auto Owner Trust 2019-4,20230531,20230615,0001788503
,,,d. Available Principal Collections (sum a - c),d. Available Principal Collections (sum a - c),d. Available Principal Collections (sum a - c),,,,$,15035551.28,,0001788503-23-000032,CarMax Auto Owner Trust 2019-4,20230531,20230615,0001788503
19.,19.,19.,Total Finance Charge and Principal Collections (17d + 18d),Total Finance Charge and Principal Collections (17d + 18d),Total Finance Charge and Principal Collections (17d + 18d),,,,$,16831347.33,,0001788503-23-000032,CarMax Auto Owner Trust 2019-4,20230531,20230615,0001788503
20.,20.,20.,Interest Income from Collection Account,Interest Income from Collection Account,Interest Income from Collection Account,,,,$,61673.76,,0001788503-23-000032,CarMax Auto Owner Trust 2019-4,20230531,20230615,0001788503
21.,21.,21.,Simple Interest Advances,Simple Interest Advances,Simple Interest Advances,,,,$,0.00,,0001788503-23-000032,CarMax Auto Owner Trust 2019-4,20230531,20230615,0001788503
22.,22.,22.,Available Collections (Ln19 + 20 + 21),Available Collections (Ln19 + 20 + 21),Available Collections (Ln19 + 20 + 21),,,,$,16893021.09,,0001788503-23-000032,CarMax Auto Owner Trust 2019-4,20230531,20230615,0001788503
